Date,End date,Section,Title,Performance,Track,Time 1,What 1,Time 2,What 2,Time 3,What 3,Notes,Cast needed,Study hall time,Study hall volunteer,Study hall students,Study hall note,Link,Link label
Type like 2026-11-04,"Only for a run of dates, like tech week",Which heading it sits under,Shown in bold,"Yes = coral show date, also listed on the Shows page",Only if double cast: a track name from the website settings,e.g. 3:30-5:30pm,Who or what,Optional,Optional,Optional,Optional,"One per line (Ctrl+Enter). A line that is just a time, like 2:00-3:30pm, becomes a heading","Roles with commas, e.g. Ariel, Gulls. Or All, or None. Blank = not posted yet",Blank = no study hall line,Parent's name. Or Needed for a sign-up link. Blank = no study hall line,Not shown.,Small print under study hall,Optional web address,Text for the link
